guest,hotel,priority
guest_1469,hotel_31,10
guest_1469,hotel_352,11
guest_1469,hotel_34,12
guest_1469,hotel_343,13
guest_1469,hotel_338,14
guest_1469,hotel_344,15
guest_1469,hotel_268,16
guest_1469,hotel_191,17
guest_1469,hotel_132,18
guest_1469,hotel_49,19
guest_1469,hotel_23,20
guest_1469,hotel_292,21
guest_1469,hotel_100,22
guest_1469,hotel_93,23
guest_1469,hotel_110,24
guest_1469,hotel_256,25
guest_1469,hotel_109,26
guest_1469,hotel_271,27
guest_1469,hotel_346,28
guest_1469,hotel_67,29
guest_1469,hotel_20,30
guest_1469,hotel_272,31
guest_147,hotel_260,1
guest_147,hotel_325,2
guest_1470,hotel_152,1
guest_1470,hotel_369,2
guest_1470,hotel_319,3
guest_1470,hotel_74,4
guest_1470,hotel_97,5
guest_1470,hotel_246,6
guest_1470,hotel_109,7
guest_1470,hotel_372,8
guest_1471,hotel_218,1
guest_1471,hotel_342,2
guest_1471,hotel_24,3
guest_1471,hotel_307,4
guest_1471,hotel_99,5
guest_1471,hotel_247,6
guest_1471,hotel_305,7
guest_1471,hotel_59,8
guest_1471,hotel_143,9
guest_1471,hotel_276,10
guest_1471,hotel_96,11
guest_1471,hotel_161,12
guest_1471,hotel_30,13
guest_1471,hotel_144,14
guest_1471,hotel_86,15
guest_1471,hotel_184,16
guest_1471,hotel_208,17
guest_1471,hotel_396,18
guest_1471,hotel_199,19
guest_1471,hotel_296,20
guest_1471,hotel_330,21
guest_1471,hotel_75,22
guest_1471,hotel_270,23
guest_1471,hotel_352,24
guest_1471,hotel_321,25
guest_1471,hotel_34,26
guest_1471,hotel_20,27
guest_1471,hotel_286,28
guest_1471,hotel_248,29
guest_1471,hotel_266,30
guest_1471,hotel_66,31
guest_1471,hotel_127,32
guest_1471,hotel_238,33
guest_1471,hotel_262,34
guest_1471,hotel_105,35
guest_1471,hotel_48,36
guest_1471,hotel_121,37
guest_1471,hotel_19,38
guest_1471,hotel_26,39
guest_1471,hotel_118,40
guest_1471,hotel_393,41
guest_1471,hotel_122,42
guest_1471,hotel_76,43
guest_1471,hotel_49,44
guest_1471,hotel_249,45
guest_1472,hotel_246,1
guest_1472,hotel_282,2
guest_1472,hotel_189,3
guest_1472,hotel_346,4
guest_1472,hotel_95,5
guest_1472,hotel_360,6
guest_1472,hotel_109,7
guest_1472,hotel_334,8
guest_1472,hotel_176,9
guest_1472,hotel_23,10
guest_1472,hotel_203,11
guest_1472,hotel_92,12
guest_1472,hotel_207,13
guest_1472,hotel_24,14
guest_1472,hotel_39,15
guest_1472,hotel_268,16
guest_1472,hotel_51,17
guest_1472,hotel_343,18
guest_1472,hotel_274,19
guest_1472,hotel_347,20
guest_1472,hotel_298,21
guest_1472,hotel_260,22
guest_1472,hotel_389,23
guest_1472,hotel_111,24
guest_1472,hotel_365,25
guest_1472,hotel_28,26
guest_1472,hotel_45,27
guest_1472,hotel_5,28
guest_1472,hotel_244,29
guest_1472,hotel_218,30
guest_1472,hotel_71,31
guest_1472,hotel_323,32
guest_1472,hotel_20,33
guest_1472,hotel_232,34
guest_1472,hotel_264,35
guest_1472,hotel_289,36
guest_1472,hotel_355,37
guest_1472,hotel_356,38
guest_1472,hotel_136,39
guest_1472,hotel_175,40
guest_1472,hotel_331,41
guest_1473,hotel_260,1
guest_1473,hotel_19,2
guest_1473,hotel_352,3
guest_1473,hotel_107,4
guest_1473,hotel_380,5
guest_1473,hotel_343,6
guest_1473,hotel_66,7
guest_1473,hotel_196,8
guest_1473,hotel_226,9
guest_1473,hotel_253,10
guest_1473,hotel_288,11
guest_1473,hotel_108,12
guest_1473,hotel_346,13
guest_1473,hotel_68,14
guest_1473,hotel_386,15
guest_1473,hotel_379,16
guest_1473,hotel_204,17
guest_1473,hotel_282,18
guest_1473,hotel_318,19
guest_1473,hotel_313,20
guest_1473,hotel_242,21
guest_1473,hotel_235,22
guest_1473,hotel_93,23
guest_1473,hotel_33,24
guest_1473,hotel_197,25
guest_1473,hotel_191,26
guest_1473,hotel_305,27
guest_1473,hotel_358,28
guest_1473,hotel_284,29
guest_1473,hotel_171,30
guest_1473,hotel_1,31
guest_1473,hotel_331,32
guest_1473,hotel_163,33
guest_1473,hotel_249,34
guest_1473,hotel_362,35
guest_1473,hotel_14,36
guest_1473,hotel_299,37
guest_1473,hotel_306,38
guest_1473,hotel_223,39
guest_1473,hotel_69,40
guest_1473,hotel_194,41
guest_1473,hotel_111,42
guest_1473,hotel_12,43
guest_1473,hotel_193,44
guest_1473,hotel_357,45
guest_1473,hotel_280,46
guest_1473,hotel_321,47
guest_1474,hotel_201,1
guest_1474,hotel_90,2
guest_1474,hotel_151,3
guest_1474,hotel_73,4
guest_1474,hotel_96,5
guest_1474,hotel_61,6
guest_1474,hotel_351,7
guest_1474,hotel_169,8
guest_1474,hotel_109,9
guest_1474,hotel_261,10
guest_1474,hotel_216,11
guest_1474,hotel_89,12
guest_1474,hotel_400,13
guest_1474,hotel_144,14
guest_1474,hotel_173,15
guest_1474,hotel_183,16
guest_1474,hotel_235,17
guest_1474,hotel_284,18
guest_1474,hotel_391,19
guest_1474,hotel_332,20
guest_1474,hotel_399,21
guest_1475,hotel_100,1
guest_1475,hotel_286,2
guest_1475,hotel_1,3
guest_1475,hotel_220,4
guest_1475,hotel_355,5
guest_1475,hotel_301,6
guest_1475,hotel_58,7
guest_1475,hotel_202,8
guest_1475,hotel_121,9
guest_1475,hotel_363,10
guest_1475,hotel_257,11
guest_1475,hotel_64,12
guest_1475,hotel_300,13
guest_1475,hotel_327,14
guest_1475,hotel_244,15
guest_1475,hotel_251,16
guest_1475,hotel_312,17
guest_1475,hotel_397,18
guest_1475,hotel_383,19
guest_1475,hotel_393,20
guest_1475,hotel_211,21
guest_1475,hotel_50,22
guest_1475,hotel_200,23
guest_1475,hotel_128,24
guest_1475,hotel_35,25
guest_1475,hotel_361,26
guest_1475,hotel_181,27
guest_1475,hotel_44,28
guest_1475,hotel_214,29
guest_1475,hotel_331,30
guest_1475,hotel_370,31
guest_1475,hotel_375,32
guest_1475,hotel_105,33
guest_1475,hotel_65,34
guest_1475,hotel_66,35
guest_1475,hotel_97,36
guest_1475,hotel_380,37
guest_1476,hotel_199,1
guest_1476,hotel_304,2
guest_1476,hotel_381,3
guest_1476,hotel_240,4
guest_1476,hotel_105,5
guest_1476,hotel_247,6
guest_1476,hotel_369,7
guest_1476,hotel_141,8
guest_1477,hotel_182,1
guest_1477,hotel_177,2
guest_1477,hotel_68,3
guest_1477,hotel_384,4
guest_1477,hotel_112,5
guest_1477,hotel_220,6
guest_1477,hotel_388,7
guest_1477,hotel_157,8
guest_1477,hotel_151,9
guest_1477,hotel_264,10
guest_1477,hotel_278,11
guest_1477,hotel_297,12
guest_1477,hotel_188,13
guest_1477,hotel_254,14
guest_1477,hotel_273,15
guest_1477,hotel_325,16
guest_1477,hotel_176,17
guest_1477,hotel_7,18
guest_1477,hotel_93,19
guest_1477,hotel_300,20
guest_1477,hotel_315,21
guest_1477,hotel_19,22
guest_1477,hotel_245,23
guest_1477,hotel_383,24
guest_1477,hotel_63,25
guest_1477,hotel_373,26
guest_1477,hotel_296,27
guest_1477,hotel_20,28
guest_1477,hotel_163,29
guest_1477,hotel_216,30
guest_1477,hotel_317,31
guest_1477,hotel_291,32
guest_1477,hotel_229,33
guest_1477,hotel_85,34
guest_1477,hotel_211,35
guest_1477,hotel_159,36
guest_1478,hotel_172,1
guest_1478,hotel_144,2
guest_1478,hotel_319,3
guest_1478,hotel_234,4
guest_1478,hotel_153,5
guest_1478,hotel_80,6
guest_1478,hotel_346,7
guest_1478,hotel_59,8
guest_1478,hotel_37,9
guest_1478,hotel_256,10
guest_1478,hotel_133,11
guest_1478,hotel_3,12
guest_1478,hotel_176,13
guest_1478,hotel_202,14
guest_1478,hotel_21,15
guest_1478,hotel_118,16
guest_1478,hotel_23,17
guest_1478,hotel_19,18
guest_1478,hotel_230,19
guest_1478,hotel_245,20
guest_1478,hotel_168,21
guest_1478,hotel_317,22
guest_1478,hotel_212,23
guest_1478,hotel_297,24
guest_1478,hotel_160,25
guest_1478,hotel_291,26
guest_1478,hotel_84,27
guest_1478,hotel_326,28
guest_1478,hotel_88,29
guest_1479,hotel_135,1
guest_1479,hotel_44,2
guest_1479,hotel_344,3
guest_1479,hotel_9,4
guest_1479,hotel_174,5
guest_1479,hotel_97,6
guest_1479,hotel_194,7
guest_1479,hotel_323,8
guest_1479,hotel_240,9
guest_1479,hotel_6,10
guest_1479,hotel_377,11
guest_1479,hotel_341,12
guest_1479,hotel_54,13
guest_148,hotel_206,1
guest_148,hotel_242,2
guest_148,hotel_45,3
guest_148,hotel_166,4
guest_148,hotel_10,5
guest_148,hotel_322,6
guest_148,hotel_57,7
guest_148,hotel_275,8
guest_148,hotel_388,9
guest_148,hotel_163,10
guest_1480,hotel_395,1
guest_1480,hotel_364,2
guest_1480,hotel_46,3
guest_1480,hotel_266,4
guest_1480,hotel_68,5
guest_1480,hotel_392,6
guest_1480,hotel_155,7
guest_1480,hotel_42,8
guest_1480,hotel_65,9
guest_1480,hotel_116,10
guest_1480,hotel_264,11
guest_1480,hotel_67,12
guest_1480,hotel_114,13
guest_1480,hotel_152,14
guest_1481,hotel_211,1
guest_1481,hotel_152,2
guest_1481,hotel_86,3
guest_1481,hotel_22,4
guest_1481,hotel_147,5
guest_1481,hotel_113,6
guest_1482,hotel_24,1
guest_1482,hotel_17,2
guest_1482,hotel_38,3
guest_1482,hotel_171,4
guest_1482,hotel_8,5
guest_1482,hotel_288,6
guest_1482,hotel_147,7
guest_1482,hotel_97,8
guest_1482,hotel_215,9
guest_1482,hotel_389,10
guest_1482,hotel_238,11
guest_1482,hotel_251,12
guest_1482,hotel_224,13
guest_1482,hotel_334,14
guest_1482,hotel_321,15
guest_1482,hotel_105,16
guest_1482,hotel_315,17
guest_1482,hotel_18,18
guest_1482,hotel_388,19
guest_1482,hotel_233,20
guest_1482,hotel_124,21
guest_1482,hotel_279,22
guest_1482,hotel_152,23
guest_1482,hotel_219,24
guest_1482,hotel_127,25
guest_1482,hotel_264,26
guest_1482,hotel_273,27
guest_1482,hotel_19,28
guest_1482,hotel_190,29
guest_1482,hotel_33,30
guest_1482,hotel_399,31
guest_1482,hotel_66,32
guest_1482,hotel_44,33
guest_1482,hotel_142,34
guest_1482,hotel_284,35
guest_1482,hotel_362,36
guest_1482,hotel_98,37
guest_1482,hotel_305,38
guest_1482,hotel_336,39
guest_1482,hotel_102,40
guest_1482,hotel_324,41
guest_1483,hotel_277,1
guest_1483,hotel_302,2
guest_1483,hotel_385,3
guest_1483,hotel_219,4
guest_1483,hotel_229,5
guest_1483,hotel_176,6
guest_1483,hotel_127,7
guest_1483,hotel_304,8
guest_1483,hotel_220,9
guest_1483,hotel_391,10
guest_1483,hotel_317,11
guest_1483,hotel_373,12
guest_1483,hotel_73,13
guest_1483,hotel_167,14
guest_1483,hotel_107,15
guest_1483,hotel_170,16
guest_1483,hotel_300,17
guest_1483,hotel_16,18
guest_1483,hotel_130,19
guest_1483,hotel_72,20
guest_1483,hotel_236,21
guest_1483,hotel_365,22
guest_1483,hotel_85,23
guest_1483,hotel_272,24
guest_1483,hotel_338,25
guest_1483,hotel_356,26
guest_1483,hotel_310,27
guest_1483,hotel_135,28
guest_1483,hotel_384,29
guest_1483,hotel_54,30
guest_1483,hotel_190,31
guest_1483,hotel_293,32
guest_1483,hotel_359,33
guest_1483,hotel_181,34
guest_1483,hotel_394,35
guest_1483,hotel_286,36
guest_1483,hotel_51,37
guest_1483,hotel_117,38
guest_1483,hotel_5,39
guest_1483,hotel_106,40
guest_1483,hotel_231,41
guest_1484,hotel_129,1
guest_1484,hotel_214,2
guest_1484,hotel_122,3
guest_1484,hotel_306,4
guest_1484,hotel_128,5
guest_1484,hotel_166,6
guest_1484,hotel_376,7
guest_1484,hotel_89,8
guest_1484,hotel_311,9
guest_1484,hotel_24,10
guest_1484,hotel_56,11
guest_1484,hotel_357,12
guest_1484,hotel_64,13
guest_1484,hotel_287,14
guest_1484,hotel_260,15
guest_1484,hotel_44,16
guest_1484,hotel_317,17
guest_1484,hotel_250,18
guest_1484,hotel_267,19
guest_1484,hotel_238,20
guest_1484,hotel_292,21
guest_1484,hotel_315,22
guest_1484,hotel_117,23
guest_1484,hotel_367,24
guest_1484,hotel_271,25
guest_1484,hotel_337,26
guest_1484,hotel_335,27
guest_1484,hotel_365,28
guest_1484,hotel_29,29
guest_1484,hotel_118,30
guest_1484,hotel_160,31
guest_1484,hotel_224,32
guest_1484,hotel_196,33
guest_1484,hotel_228,34
guest_1484,hotel_253,35
guest_1484,hotel_256,36
guest_1484,hotel_110,37
guest_1484,hotel_279,38
guest_1484,hotel_38,39
guest_1484,hotel_205,40
guest_1484,hotel_280,41
guest_1484,hotel_15,42
guest_1484,hotel_182,43
guest_1484,hotel_94,44
guest_1485,hotel_100,1
guest_1485,hotel_185,2
guest_1485,hotel_243,3
guest_1485,hotel_286,4
guest_1485,hotel_293,5
guest_1485,hotel_71,6
guest_1485,hotel_204,7
guest_1485,hotel_63,8
guest_1485,hotel_111,9
guest_1485,hotel_184,10
guest_1485,hotel_392,11
guest_1485,hotel_215,12
guest_1485,hotel_155,13
guest_1485,hotel_121,14
guest_1485,hotel_375,15
guest_1485,hotel_64,16
guest_1485,hotel_326,17
guest_1485,hotel_390,18
guest_1485,hotel_376,19
guest_1485,hotel_41,20
guest_1485,hotel_174,21
guest_1485,hotel_104,22
guest_1485,hotel_181,23
guest_1485,hotel_115,24
guest_1485,hotel_393,25
guest_1485,hotel_168,26
guest_1485,hotel_105,27
guest_1485,hotel_118,28
guest_1485,hotel_163,29
guest_1485,hotel_18,30
guest_1485,hotel_51,31
guest_1485,hotel_154,32
guest_1486,hotel_306,1
guest_1486,hotel_32,2
guest_1486,hotel_201,3
guest_1486,hotel_194,4
guest_1486,hotel_11,5
guest_1486,hotel_44,6
guest_1486,hotel_265,7
guest_1486,hotel_69,8
guest_1486,hotel_122,9
guest_1486,hotel_192,10
guest_1486,hotel_395,11
guest_1486,hotel_261,12
guest_1486,hotel_63,13
guest_1486,hotel_231,14
guest_1486,hotel_312,15
guest_1486,hotel_326,16
guest_1486,hotel_374,17
guest_1486,hotel_299,18
guest_1486,hotel_170,19
guest_1486,hotel_87,20
guest_1486,hotel_301,21
guest_1486,hotel_237,22
guest_1486,hotel_209,23
guest_1486,hotel_347,24
guest_1486,hotel_373,25
guest_1486,hotel_229,26
guest_1486,hotel_142,27
guest_1486,hotel_310,28
guest_1486,hotel_350,29
guest_1486,hotel_270,30
guest_1487,hotel_291,1
guest_1487,hotel_346,2
guest_1487,hotel_53,3
guest_1487,hotel_63,4
guest_1487,hotel_72,5
guest_1487,hotel_214,6
guest_1487,hotel_331,7
guest_1487,hotel_326,8
guest_1487,hotel_251,9
guest_1487,hotel_70,10
guest_1487,hotel_37,11
guest_1487,hotel_247,12
guest_1487,hotel_149,13
guest_1487,hotel_55,14
guest_1487,hotel_364,15
guest_1487,hotel_221,16
guest_1487,hotel_21,17
guest_1487,hotel_144,18
guest_1487,hotel_25,19
guest_1487,hotel_353,20
guest_1487,hotel_205,21
guest_1487,hotel_153,22
guest_1487,hotel_190,23
guest_1487,hotel_359,24
guest_1487,hotel_262,25
guest_1487,hotel_237,26
guest_1487,hotel_304,27
guest_1487,hotel_68,28
guest_1487,hotel_103,29
guest_1487,hotel_284,30
guest_1487,hotel_122,31
guest_1487,hotel_349,32
guest_1487,hotel_193,33
guest_1487,hotel_7,34
guest_1487,hotel_69,35
guest_1487,hotel_161,36
guest_1487,hotel_100,37
guest_1487,hotel_150,38
guest_1487,hotel_225,39
guest_1487,hotel_264,40
guest_1487,hotel_265,41
guest_1487,hotel_12,42
guest_1487,hotel_282,43
guest_1487,hotel_142,44
guest_1487,hotel_32,45
guest_1487,hotel_167,46
guest_1488,hotel_112,1
guest_1488,hotel_328,2
guest_1488,hotel_72,3
guest_1488,hotel_220,4
guest_1488,hotel_8,5
guest_1488,hotel_12,6
guest_1488,hotel_357,7
guest_1488,hotel_115,8
guest_1488,hotel_227,9
guest_1488,hotel_303,10
guest_1488,hotel_271,11
guest_1488,hotel_87,12
guest_1488,hotel_123,13
guest_1488,hotel_353,14
guest_1488,hotel_375,15
guest_1488,hotel_269,16
guest_1488,hotel_373,17
guest_1488,hotel_380,18
guest_1488,hotel_313,19
guest_1488,hotel_355,20
guest_1488,hotel_1,21
guest_1488,hotel_358,22
guest_1488,hotel_202,23
guest_1488,hotel_191,24
guest_1488,hotel_390,25
guest_1488,hotel_289,26
guest_1488,hotel_100,27
guest_1488,hotel_15,28
guest_1488,hotel_62,29
guest_1488,hotel_44,30
guest_1488,hotel_26,31
guest_1488,hotel_339,32
guest_1488,hotel_77,33
guest_1488,hotel_288,34
guest_1488,hotel_326,35
guest_1488,hotel_267,36
guest_1488,hotel_136,37
guest_1488,hotel_338,38
guest_1488,hotel_365,39
guest_1488,hotel_157,40
guest_1488,hotel_262,41
guest_1488,hotel_174,42
guest_1488,hotel_337,43
guest_1488,hotel_208,44
guest_1488,hotel_311,45
guest_1489,hotel_142,1
guest_1489,hotel_263,2
guest_1489,hotel_334,3
guest_1489,hotel_343,4
guest_1489,hotel_99,5
guest_1489,hotel_70,6
guest_1489,hotel_243,7
guest_1489,hotel_52,8
guest_1489,hotel_101,9
guest_1489,hotel_220,10
guest_1489,hotel_241,11
guest_1489,hotel_217,12
guest_1489,hotel_325,13
guest_1489,hotel_47,14
guest_1489,hotel_60,15
guest_149,hotel_93,1
guest_149,hotel_75,2
guest_149,hotel_368,3
guest_149,hotel_89,4
guest_149,hotel_99,5
guest_149,hotel_270,6
guest_149,hotel_52,7
guest_149,hotel_243,8
guest_149,hotel_136,9
guest_149,hotel_346,10
guest_149,hotel_115,11
guest_149,hotel_376,12
guest_149,hotel_301,13
guest_149,hotel_3,14
guest_149,hotel_241,15
guest_149,hotel_379,16
guest_149,hotel_277,17
guest_149,hotel_272,18
guest_149,hotel_222,19
guest_149,hotel_28,20
guest_149,hotel_343,21
guest_149,hotel_362,22
guest_149,hotel_53,23
guest_149,hotel_157,24
guest_149,hotel_194,25
guest_149,hotel_390,26
guest_149,hotel_12,27
guest_149,hotel_186,28
guest_149,hotel_364,29
guest_149,hotel_149,30
guest_149,hotel_245,31
guest_149,hotel_123,32
guest_149,hotel_203,33
guest_149,hotel_367,34
guest_149,hotel_206,35
guest_149,hotel_103,36
guest_149,hotel_267,37
guest_149,hotel_40,38
guest_149,hotel_144,39
guest_149,hotel_223,40
guest_149,hotel_59,41
guest_149,hotel_264,42
guest_149,hotel_287,43
guest_149,hotel_124,44
guest_1490,hotel_61,1
guest_1490,hotel_38,2
guest_1490,hotel_133,3
guest_1490,hotel_217,4
guest_1490,hotel_78,5
guest_1490,hotel_166,6
guest_1490,hotel_20,7
guest_1490,hotel_51,8
guest_1490,hotel_210,9
guest_1490,hotel_326,10
guest_1490,hotel_327,11
guest_1490,hotel_364,12
guest_1490,hotel_336,13
guest_1490,hotel_152,14
guest_1490,hotel_361,15
guest_1490,hotel_233,16
guest_1490,hotel_296,17
guest_1490,hotel_221,18
guest_1490,hotel_244,19
guest_1490,hotel_212,20
guest_1490,hotel_335,21
guest_1490,hotel_191,22
guest_1490,hotel_219,23
guest_1490,hotel_142,24
guest_1490,hotel_240,25
guest_1490,hotel_368,26
guest_1490,hotel_39,27
guest_1490,hotel_283,28
guest_1490,hotel_186,29
guest_1490,hotel_366,30
guest_1490,hotel_382,31
guest_1491,hotel_371,1
guest_1491,hotel_289,2
guest_1491,hotel_377,3
guest_1491,hotel_126,4
guest_1491,hotel_56,5
guest_1491,hotel_299,6
guest_1491,hotel_93,7
guest_1491,hotel_83,8
guest_1491,hotel_303,9
guest_1491,hotel_287,10
guest_1491,hotel_278,11
guest_1491,hotel_39,12
guest_1491,hotel_284,13
guest_1491,hotel_245,14
guest_1491,hotel_258,15
guest_1491,hotel_236,16
guest_1491,hotel_10,17
guest_1491,hotel_124,18
guest_1491,hotel_265,19
guest_1491,hotel_240,20
guest_1491,hotel_347,21
guest_1491,hotel_199,22
guest_1491,hotel_179,23
guest_1491,hotel_92,24
guest_1491,hotel_398,25
guest_1491,hotel_85,26
guest_1491,hotel_192,27
guest_1491,hotel_14,28
guest_1491,hotel_307,29
guest_1491,hotel_263,30
guest_1491,hotel_193,31
guest_1491,hotel_235,32
guest_1491,hotel_385,33
guest_1491,hotel_345,34
guest_1491,hotel_108,35
guest_1491,hotel_368,36
guest_1491,hotel_30,37
guest_1491,hotel_262,38
guest_1492,hotel_131,1
guest_1492,hotel_25,2
guest_1492,hotel_261,3
guest_1492,hotel_291,4
guest_1492,hotel_318,5
guest_1492,hotel_394,6
guest_1492,hotel_160,7
guest_1492,hotel_229,8
guest_1493,hotel_83,1
guest_1493,hotel_236,2
guest_1493,hotel_72,3
guest_1493,hotel_294,4
guest_1493,hotel_153,5
guest_1493,hotel_263,6
guest_1493,hotel_57,7
guest_1493,hotel_124,8
guest_1493,hotel_304,9
guest_1493,hotel_205,10
guest_1493,hotel_8,11
guest_1493,hotel_360,12
guest_1493,hotel_340,13
guest_1494,hotel_209,1
guest_1494,hotel_262,2
guest_1494,hotel_67,3
guest_1494,hotel_310,4
guest_1494,hotel_224,5
guest_1494,hotel_132,6
guest_1494,hotel_343,7
guest_1494,hotel_92,8
guest_1494,hotel_273,9
guest_1494,hotel_327,10
guest_1494,hotel_75,11
guest_1494,hotel_325,12
guest_1494,hotel_188,13
guest_1494,hotel_18,14
guest_1494,hotel_186,15
guest_1494,hotel_61,16
guest_1494,hotel_237,17
guest_1494,hotel_265,18
guest_1494,hotel_393,19
guest_1494,hotel_216,20
guest_1494,hotel_207,21
guest_1494,hotel_62,22
guest_1494,hotel_164,23
guest_1494,hotel_352,24
guest_1494,hotel_353,25
guest_1494,hotel_278,26
guest_1494,hotel_101,27
guest_1494,hotel_331,28
guest_1494,hotel_55,29
guest_1494,hotel_71,30
guest_1494,hotel_195,31
guest_1494,hotel_176,32
guest_1494,hotel_53,33
guest_1495,hotel_64,1
guest_1495,hotel_373,2
guest_1495,hotel_286,3
guest_1495,hotel_253,4
guest_1495,hotel_84,5
guest_1495,hotel_259,6
guest_1495,hotel_47,7
guest_1495,hotel_260,8
guest_1495,hotel_161,9
guest_1495,hotel_217,10
guest_1495,hotel_42,11
guest_1495,hotel_31,12
guest_1495,hotel_119,13
guest_1495,hotel_247,14
guest_1495,hotel_61,15
guest_1495,hotel_220,16
guest_1495,hotel_367,17
guest_1495,hotel_235,18
guest_1495,hotel_353,19
guest_1495,hotel_87,20
guest_1495,hotel_349,21
guest_1495,hotel_236,22
guest_1495,hotel_225,23
guest_1495,hotel_137,24
guest_1495,hotel_171,25
guest_1495,hotel_266,26
guest_1495,hotel_231,27
guest_1495,hotel_100,28
guest_1495,hotel_200,29
guest_1495,hotel_301,30
guest_1496,hotel_141,1
guest_1496,hotel_37,2
guest_1496,hotel_305,3
guest_1496,hotel_238,4
guest_1496,hotel_162,5
guest_1496,hotel_75,6
guest_1496,hotel_310,7
guest_1496,hotel_262,8
guest_1496,hotel_181,9
guest_1496,hotel_339,10
guest_1496,hotel_368,11
guest_1496,hotel_153,12
guest_1496,hotel_329,13
guest_1496,hotel_358,14
guest_1496,hotel_309,15
guest_1496,hotel_60,16
guest_1496,hotel_126,17
guest_1496,hotel_227,18
guest_1496,hotel_367,19
guest_1496,hotel_76,20
guest_1496,hotel_279,21
guest_1496,hotel_151,22
guest_1496,hotel_256,23
guest_1496,hotel_62,24
guest_1496,hotel_98,25
guest_1496,hotel_300,26
guest_1496,hotel_294,27
guest_1496,hotel_397,28
guest_1496,hotel_184,29
guest_1496,hotel_312,30
guest_1496,hotel_159,31
guest_1496,hotel_26,32
guest_1496,hotel_39,33
guest_1496,hotel_349,34
guest_1496,hotel_144,35
guest_1496,hotel_85,36
guest_1496,hotel_119,37
guest_1497,hotel_65,1
guest_1497,hotel_257,2
guest_1497,hotel_64,3
guest_1497,hotel_260,4
guest_1497,hotel_201,5
guest_1497,hotel_61,6
guest_1497,hotel_72,7
guest_1497,hotel_296,8
guest_1497,hotel_398,9
guest_1497,hotel_334,10
guest_1497,hotel_311,11
guest_1497,hotel_59,12
guest_1497,hotel_264,13
guest_1497,hotel_173,14
guest_1497,hotel_36,15
guest_1497,hotel_241,16
guest_1497,hotel_37,17
guest_1497,hotel_145,18
guest_1497,hotel_49,19
guest_1497,hotel_89,20
guest_1497,hotel_347,21
guest_1497,hotel_121,22
guest_1497,hotel_116,23
guest_1497,hotel_3,24
guest_1497,hotel_141,25
guest_1497,hotel_394,26
guest_1497,hotel_360,27
guest_1497,hotel_285,28
guest_1497,hotel_286,29
guest_1497,hotel_280,30
guest_1497,hotel_62,31
guest_1497,hotel_164,32
guest_1497,hotel_314,33
guest_1497,hotel_326,34
guest_1497,hotel_192,35
guest_1497,hotel_13,36
guest_1497,hotel_144,37
guest_1497,hotel_96,38
guest_1497,hotel_123,39
guest_1497,hotel_294,40
guest_1497,hotel_58,41
guest_1497,hotel_376,42
guest_1497,hotel_236,43
guest_1497,hotel_69,44
guest_1497,hotel_87,45
guest_1497,hotel_291,46
guest_1498,hotel_217,1
guest_1498,hotel_231,2
guest_1498,hotel_306,3
guest_1498,hotel_151,4
guest_1498,hotel_62,5
guest_1498,hotel_292,6
guest_1498,hotel_69,7
guest_1498,hotel_101,8
guest_1498,hotel_206,9
guest_1498,hotel_131,10
guest_1498,hotel_294,11
guest_1498,hotel_118,12
guest_1498,hotel_320,13
guest_1498,hotel_372,14
guest_1498,hotel_246,15
guest_1498,hotel_208,16
guest_1499,hotel_239,1
guest_1499,hotel_218,2
guest_1499,hotel_248,3
guest_1499,hotel_131,4
guest_1499,hotel_332,5
guest_1499,hotel_116,6
guest_1499,hotel_301,7
guest_1499,hotel_196,8
guest_1499,hotel_133,9
guest_1499,hotel_329,10
guest_1499,hotel_156,11
guest_1499,hotel_221,12
guest_1499,hotel_361,13
guest_1499,hotel_43,14
guest_1499,hotel_46,15
guest_1499,hotel_135,16
guest_1499,hotel_122,17
guest_1499,hotel_182,18
guest_1499,hotel_340,19
guest_1499,hotel_324,20
guest_1499,hotel_281,21
guest_1499,hotel_237,22
guest_1499,hotel_162,23
guest_1499,hotel_371,24
guest_1499,hotel_159,25
guest_1499,hotel_42,26
guest_1499,hotel_384,27
guest_1499,hotel_191,28
guest_1499,hotel_55,29
guest_1499,hotel_288,30
guest_1499,hotel_13,31
guest_1499,hotel_178,32
guest_1499,hotel_225,33
guest_1499,hotel_83,34
guest_1499,hotel_210,35
guest_15,hotel_285,1
guest_15,hotel_381,2
guest_15,hotel_186,3
guest_15,hotel_267,4
guest_15,hotel_264,5
guest_15,hotel_39,6
guest_15,hotel_279,7
guest_15,hotel_97,8
guest_150,hotel_38,1
guest_150,hotel_174,2
guest_150,hotel_286,3
guest_150,hotel_179,4
guest_150,hotel_261,5
guest_150,hotel_224,6
guest_150,hotel_8,7
guest_150,hotel_378,8
guest_150,hotel_340,9
guest_150,hotel_17,10
guest_150,hotel_109,11
guest_150,hotel_309,12
guest_150,hotel_329,13
guest_150,hotel_392,14
guest_150,hotel_374,15
guest_150,hotel_67,16
guest_150,hotel_156,17
guest_150,hotel_251,18
guest_150,hotel_192,19
guest_150,hotel_314,20
guest_150,hotel_229,21
guest_150,hotel_3,22
guest_150,hotel_45,23
guest_1500,hotel_112,1
guest_1500,hotel_117,2
guest_1500,hotel_377,3
guest_1500,hotel_340,4
guest_1500,hotel_105,5
guest_1500,hotel_240,6
guest_1500,hotel_94,7
guest_1500,hotel_85,8
guest_1500,hotel_265,9
guest_1500,hotel_354,10
